x,split,baseline_residual,corrected_residual
8.200250312891114,train,0.39095764663234345,-0.0018457064478942797
8.215269086357948,train,0.3317421368676232,-0.05975910663204331
8.245306633291614,train,0.6233373668922715,0.23433384985431172
8.260325406758447,train,0.4294550537173123,0.04163006348629228
8.27534418022528,train,0.39631820218364844,0.009614423113105453
8.305381727158949,train,-0.0024387091827247076,-0.3870996139861358
8.320400500625782,train,0.2831398257507356,-0.1006116063379654
8.335419274092615,train,0.29413275055041765,-0.08879085859188596
8.365456821026283,train,0.3044060736474936,-0.07712362809106743
8.380475594493117,train,0.15175030980587056,-0.22921985568307068
8.39549436795995,train,0.4573581592603384,0.0768528312472947
8.425531914893616,train,0.44976541876034837,0.0699012055822461
8.44055068836045,train,0.47204256552445134,0.09235447579712641
8.455569461827285,train,0.35401935505873894,-0.025587574778870525
8.485607008760951,train,0.3946050189360184,0.014884806146773677
8.500625782227784,train,0.2810736426753655,-0.09883409225476658
8.515644555694617,train,0.47247438604316727,0.09229803897258382
8.545682102628286,train,0.7466210110895108,0.3656883541037361
8.560700876095119,train,0.44936029931739263,0.06795444546410767
8.575719649561952,train,0.27185901956638236,-0.11007210517883426
8.605757196495619,train,0.45707305278198707,0.0739748853922082
8.620775969962454,train,0.4078566516075366,0.024139011431737245
8.635794743429287,train,0.44674787732503507,0.06240327750631014
8.665832290362953,train,0.554687003800467,0.16912119381569024
8.680851063829786,train,0.36224318626153185,-0.02388695681274111
8.69586983729662,train,0.5297864063569335,0.14314423668410559
8.725907384230288,train,0.388796489348735,0.0013567885721768036
8.740926157697121,train,0.5157014154672437,0.1280130768759884
8.755944931163954,train,0.7129850312587704,0.325174018570042
8.785982478097623,train,0.3180878622766068,-0.06950865913109716
8.801001251564456,train,0.47823791783629943,0.0910211577109985
8.816020025031289,train,0.8235155886456988,0.4368896333092991
8.846057571964955,train,0.5646103451363205,0.17989019850586097
8.861076345431789,train,0.34014360273997646,-0.04321500477715645
8.876095118898624,train,0.6468333124069954,0.26514021193147297
8.90613266583229,train,0.4065722383456025,0.02921791035861787
8.921151439299123,train,0.32511982537906015,-0.049513091625179584
8.936170212765957,train,0.18893363992480516,-0.1825777817618377
8.966207759699625,train,0.49658043391057305,0.13260758802910466
8.981226533166458,train,0.6030613040377037,0.2435525105244425
8.996245306633291,train,0.4082321885794524,0.053681280665087705
9.026282853566958,train,0.21070699147486494,-0.1323578788616384
9.041301627033793,train,0.6496416836430754,0.3131476598344518
9.056320400500626,train,0.398116059925707,0.06877190120475163
9.086357947434292,train,0.6604316902425245,0.347200074999777
9.101376720901126,train,0.2323307378235384,-0.0719030253333024
9.116395494367959,train,0.18983742561851447,-0.10474931880391303
9.146433041301627,train,-0.15316123446817098,-0.42645012915121594
9.16145181476846,train,0.41415388378090956,0.15254030227583737
9.176470588235293,train,0.37118981206036494,0.12194949436216351
9.206508135168962,train,0.334604201799527,0.11223515481632429
9.221526908635795,train,0.5200177001271138,0.31215758297345975
9.236545682102628,train,0.18855533111865963,-0.004076206731054022
9.266583229036295,train,0.1836779730923528,0.023662960365044228
9.281602002503128,train,-0.1648308146025137,-0.3074628532343615
9.296620775969963,train,0.07437040809612583,-0.050169050851757824
9.32665832290363,train,0.07771106275204875,-0.008548167605349377
9.341677096370463,train,0.46619543897242277,0.400101397659852
9.356695869837296,train,0.2226363412223611,0.17737213171754806
9.386733416770964,train,0.060401182737279235,0.05872068916281137
9.401752190237797,train,-0.05820972973415195,-0.03717696758214206
9.41677096370463,train,-0.007137288598932479,0.03719213683505718
9.446808510638297,train,0.046459142845500345,0.1390261504921968
9.461827284105132,train,0.1595329137218151,0.27698239267648184
9.476846057571965,train,-0.31700995516888497,-0.17421140318860573
9.506883604505632,train,0.022418425309217227,0.2171750512054329
9.521902377972465,train,0.0527015627259928,0.273992351263062
